decision_step	day_zero_based	hour_zero_based	player	farmer	hands	market
605	25	5	Majkel1337	"[""FEED""]"	"[[""NORTH""], [""SOUTH""], [""EAST""], [""FEED""], [""CARE""], [""HARVEST""], [""HARVEST""], [""HARVEST""], [""WEST""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 1]]"
605	25	5	DSM	"[""FEED""]"	"[[""NORTH""], [""CARE""], [""EAST""], [""FEED""], [""CARE""], [""HARVEST""], [""WATER""], [""HARVEST""], [""WEST""], [""WEST""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""MILK"", 9], [""SELL"", ""WOOL"", 1]]"
606	25	6	Majkel1337	"[""CARE""]"	"[[""FEED""], [""SOUTH""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""PLANT"", ""CARROT""], [""PLANT"", ""WHEAT""], [""FERTILIZE""], [""WEST""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 5], [""BUY_SEED"", ""WHEAT"", 1]]"
606	25	6	DSM	"[""CARE""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""CARE""], [""COLLECT_FERTILIZER""], [""PLACE"", ""WOOL"", 3], [""WEST""], [""PLANT"", ""WHEAT""], [""FERTILIZE""], [""FERTILIZE""], [""EAST""]]"	"[[""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
607	25	7	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""FERTILIZE""], [""CARE""], [""COLLECT_FERTILIZER""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WEST""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
607	25	7	DSM	"[""COLLECT_FERTILIZER""]"	"[[""CARE""], [""SOUTH""], [""CARE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""SOUTH""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""EAST""]]"	[]
608	25	8	Majkel1337	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""FEED""], [""WEST""], [""NORTH""], [""WEST""], [""NORTH""], [""FERTILIZE""], [""FERTILIZE""]]"	[]
608	25	8	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""WATER""], [""HARVEST""], [""WEST""], [""NORTH""], [""WEST""], [""FERTILIZE""]]"	[]
609	25	9	Majkel1337	"[""FERTILIZE""]"	"[[""EAST""], [""WEST""], [""EAST""], [""FEED""], [""CARE""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
609	25	9	DSM	"[""FERTILIZE""]"	"[[""EAST""], [""WEST""], [""NORTH""], [""FEED""], [""HARVEST""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
610	25	10	Majkel1337	"[""WATER""]"	"[[""FEED""], [""WEST""], [""FERTILIZE""], [""CARE""], [""COLLECT_FERTILIZER""], [""NORTH""], [""HARVEST""], [""HARVEST""], [""NORTH""], [""WEST""], [""EAST""]]"	[]
610	25	10	DSM	"[""WATER""]"	"[[""FEED""], [""FERTILIZE""], [""NORTH""], [""CARE""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""SOUTH""], [""NORTH""], [""HARVEST""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
611	25	11	Majkel1337	"[""NORTH""]"	"[[""CARE""], [""WATER""], [""WATER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""EAST""], [""NORTH""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
611	25	11	DSM	"[""NORTH""]"	"[[""CARE""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""], [""WATER""], [""HARVEST""], [""SOUTH""], [""WATER""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
612	25	12	Majkel1337	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""HARVEST""], [""NORTH""], [""NORTH""], [""WATER""], [""EAST""], [""DROP""], [""WATER""], [""HARVEST""], [""SOUTH""], [""HARVEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
612	25	12	DSM	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""SOUTH""], [""FERTILIZE""], [""NORTH""], [""EAST""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""HARVEST""], [""HARVEST""], [""WATER""], [""HARVEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
613	25	13	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""PLANT"", ""CARROT""], [""EAST""], [""WATER""], [""HARVEST""], [""DROP""], [""SOUTH""], [""NORTH""], [""EAST""], [""WATER""], [""PLANT"", ""WHEAT""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
613	25	13	DSM	"[""WEST""]"	"[[""EAST""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""DIG""], [""PLANT"", ""WHEAT""], [""EAST""], [""SOUTH""], [""PLANT"", ""WHEAT""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WHEAT"", 1], [""SELL"", ""WOOL"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
614	25	14	Majkel1337	"[""WATER""]"	"[[""EAST""], [""WATER""], [""WATER""], [""NORTH""], [""PLANT"", ""WHEAT""], [""NORTH""], [""SOUTH""], [""EAST""], [""WATER""], [""HARVEST""], [""WATER""]]"	[]
614	25	14	DSM	"[""WATER""]"	"[[""EAST""], [""WEST""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WEST""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
615	25	15	Majkel1337	"[""HARVEST""]"	"[[""EAST""], [""WEST""], [""HARVEST""], [""WEST""], [""WATER""], [""NORTH""], [""WEST""], [""WATER""], [""HARVEST""], [""SOUTH""], [""NORTH""]]"	[]
615	25	15	DSM	"[""HARVEST""]"	"[[""EAST""], [""HARVEST""], [""NORTH""], [""WEST""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""], [""EAST""], [""EAST""], [""WEST""], [""WEST""]]"	[]
616	25	16	Majkel1337	"[""PLANT"", ""CARROT""]"	"[[""FERTILIZE""], [""WATER""], [""PLANT"", ""CARROT""], [""WEST""], [""WEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""WEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 10], [""BUY_SEED"", ""WHEAT"", 1]]"
616	25	16	DSM	"[""PLANT"", ""CARROT""]"	"[[""FERTILIZE""], [""DIG""], [""NORTH""], [""WEST""], [""WATER""], [""HARVEST""], [""WEST""], [""EAST""], [""WATER""], [""HARVEST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
617	25	17	Majkel1337	"[""WATER""]"	"[[""NORTH""], [""HARVEST""], [""WATER""], [""WEST""], [""WATER""], [""NORTH""], [""HARVEST""], [""SOUTH""], [""WEST""], [""HARVEST""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
617	25	17	DSM	"[""WATER""]"	"[[""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""FERTILIZE""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""WATER""], [""EAST""], [""HARVEST""], [""DIG""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
618	25	18	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""SOUTH""], [""NORTH""], [""FERTILIZE""], [""HARVEST""], [""WEST""], [""PLANT"", ""WHEAT""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""]]"	[]
618	25	18	DSM	"[""SOUTH""]"	"[[""NORTH""], [""WATER""], [""WEST""], [""WATER""], [""SOUTH""], [""WATER""], [""WEST""], [""EAST""], [""PLANT"", ""CARROT""], [""PLANT"", ""CARROT""], [""PLANT"", ""WHEAT""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
619	25	19	Majkel1337	"[""WATER""]"	"[[""EAST""], [""WATER""], [""WATER""], [""WATER""], [""PLANT"", ""WHEAT""], [""WEST""], [""WATER""], [""EAST""], [""WATER""], [""WATER""], [""WEST""]]"	[]
619	25	19	DSM	"[""WEST""]"	"[[""NORTH""], [""SOUTH""], [""WATER""], [""NORTH""], [""SOUTH""], [""SOUTH""], [""WATER""], [""DROP""], [""WATER""], [""WATER""], [""WATER""]]"	[]
620	25	20	Majkel1337	"[""WEST""]"	"[[""FERTILIZE""], [""HARVEST""], [""NORTH""], [""WEST""], [""WATER""], [""WEST""], [""SOUTH""], [""EAST""], [""WEST""], [""HARVEST""], [""WATER""]]"	[]
620	25	20	DSM	"[""WATER""]"	"[[""NORTH""], [""WATER""], [""HARVEST""], [""FERTILIZE""], [""WEST""], [""WEST""], [""HARVEST""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	[]
621	25	21	Majkel1337	"[""WATER""]"	"[[""WATER""], [""PLANT"", ""CARROT""], [""NORTH""], [""FERTILIZE""], [""NORTH""], [""WEST""], [""SOUTH""], [""DROP""], [""WATER""], [""PLANT"", ""CARROT""], [""HARVEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 2]]"
621	25	21	DSM	"[""NORTH""]"	"[[""FERTILIZE""], [""HARVEST""], [""PLANT"", ""CARROT""], [""WATER""], [""DROP""], [""NORTH""], [""PLANT"", ""CARROT""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 2]]"
622	25	22	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""WATER""], [""WEST""], [""EAST""], [""EAST""], [""SOUTH""], [""WATER""], [""WEST""], [""EAST""], [""WATER""], [""PLANT"", ""WHEAT""]]"	"[[""SELL"", ""MILK"", 4], [""SELL"", ""TOMATO"", 4], [""SELL"", ""WHEAT"", 7], [""SELL"", ""CARROT"", 5]]"
622	25	22	DSM	"[""NORTH""]"	"[[""WATER""], [""SOUTH""], [""WATER""], [""WEST""], [""WEST""], [""SOUTH""], [""WATER""], [""COLLECT_FERTILIZER""], [""WEST""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 13], [""SELL"", ""CARROT"", 9], [""SELL"", ""TOMATO"", 2], [""SELL"", ""FERTILIZER"", 1]]"
623	25	23	Majkel1337	"[""WATER""]"	"[[""WATER""], [""WEST""], [""WATER""], [""EAST""], [""WATER""], [""EAST""], [""WEST""], [""COLLECT_FERTILIZER""], [""EAST""], [""SOUTH""], [""WATER""]]"	"[[""SELL"", ""MILK"", 4], [""SELL"", ""WOOL"", 2]]"
623	25	23	DSM	"[""HARVEST""]"	"[[""SOUTH""], [""WEST""], [""SOUTH""], [""WATER""], [""PASS""], [""WATER""], [""WEST""], [""PASS""], [""WEST""], [""NORTH""], [""EAST""]]"	"[[""SELL"", ""WHEAT"", 10]]"
624	26	0	Majkel1337	"[""HARVEST""]"	[]	"[[""SELL"", ""WHEAT"", 14], [""SELL"", ""FERTILIZER"", 4], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
624	26	0	DSM	"[""HARVEST""]"	[]	"[[""SELL"", ""TOMATO"", 6], [""SELL"", ""FERTILIZER"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
625	26	1	Majkel1337	"[""PLACE"", ""MILK"", 2]"	"[[""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""], [""HIRE""], [""BUY_SEED"", ""CARROT"", 8]]"
625	26	1	DSM	"[""PLACE"", ""MILK"", 2]"	"[[""HARVEST""], [""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""COLLECT_FERTILIZER""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WOOL"", 1], [""HIRE""], [""HIRE""], [""HIRE""]]"
626	26	2	Majkel1337	"[""PICKUP"", ""WHEAT"", 2]"	"[[""FEED""], [""FEED""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WEST""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""TOMATO"", 8], [""SELL"", ""WOOL"", 1]]"
626	26	2	DSM	"[""PICKUP"", ""WHEAT"", 2]"	"[[""PLACE"", ""WOOL"", 3], [""FEED""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WEST""], [""EAST""], [""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 10]]"
627	26	3	Majkel1337	"[""FEED""]"	"[[""CARE""], [""CARE""], [""EAST""], [""WEST""], [""NORTH""], [""WEST""], [""EAST""], [""WEST""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""]]"	[]
627	26	3	DSM	"[""FEED""]"	"[[""PICKUP"", ""WHEAT"", 3], [""CARE""], [""EAST""], [""WEST""], [""SOUTH""], [""WATER""], [""EAST""], [""WEST""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""]]"	[]
628	26	4	Majkel1337	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""FERTILIZE""], [""HARVEST""], [""WATER""], [""EAST""], [""WATER""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""NORTH""]]"	[]
628	26	4	DSM	"[""CARE""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""FERTILIZE""], [""PLACE"", ""MILK"", 3], [""HARVEST""], [""EAST""], [""WATER""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""NORTH""]]"	[]
629	26	5	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WATER""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""WATER""], [""HARVEST""], [""SOUTH""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
629	26	5	DSM	"[""NORTH""]"	"[[""CARE""], [""WEST""], [""CARE""], [""WATER""], [""PICKUP"", ""WHEAT"", 2], [""SOUTH""], [""WATER""], [""HARVEST""], [""PLANT"", ""CARROT""], [""NORTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""MILK"", 6], [""SELL"", ""WOOL"", 1]]"
630	26	6	Majkel1337	"[""NORTH""]"	"[[""FEED""], [""FEED""], [""EAST""], [""NORTH""], [""NORTH""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""NORTH""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 6], [""BUY_SEED"", ""WHEAT"", 1]]"
630	26	6	DSM	"[""NORTH""]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""EAST""], [""NORTH""], [""NORTH""], [""WATER""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""WATER""], [""NORTH""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
631	26	7	Majkel1337	"[""FEED""]"	"[[""CARE""], [""CARE""], [""FEED""], [""WATER""], [""NORTH""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""EAST""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
631	26	7	DSM	"[""FEED""]"	"[[""NORTH""], [""CARE""], [""FEED""], [""WATER""], [""NORTH""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""WATER""], [""SOUTH""], [""FERTILIZE""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
632	26	8	Majkel1337	"[""CARE""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""CARE""], [""HARVEST""], [""FERTILIZE""], [""WEST""], [""WATER""], [""WEST""], [""HARVEST""], [""FERTILIZE""], [""HARVEST""]]"	[]
632	26	8	DSM	"[""CARE""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""CARE""], [""HARVEST""], [""FEED""], [""PLANT"", ""WHEAT""], [""WATER""], [""WEST""], [""SOUTH""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
633	26	9	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""WEST""], [""COLLECT_FERTILIZER""], [""DIG""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""WEST""], [""WATER""], [""DIG""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
633	26	9	DSM	"[""SOUTH""]"	"[[""CARE""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""DIG""], [""CARE""], [""WATER""], [""EAST""], [""WATER""], [""WATER""], [""EAST""], [""DIG""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
634	26	10	Majkel1337	"[""SOUTH""]"	"[[""WEST""], [""FERTILIZE""], [""EAST""], [""PLANT"", ""CARROT""], [""EAST""], [""HARVEST""], [""WATER""], [""HARVEST""], [""WATER""], [""EAST""], [""PLANT"", ""CARROT""]]"	[]
634	26	10	DSM	"[""SOUTH""]"	"[[""COLLECT_FERTILIZER""], [""FERTILIZE""], [""NORTH""], [""PLANT"", ""CARROT""], [""COLLECT_FERTILIZER""], [""WEST""], [""WATER""], [""WEST""], [""HARVEST""], [""NORTH""], [""PLANT"", ""CARROT""]]"	[]
635	26	11	Majkel1337	"[""WEST""]"	"[[""WEST""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 4], [""BUY_SEED"", ""WHEAT"", 1]]"
635	26	11	DSM	"[""WEST""]"	"[[""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""HARVEST""], [""WATER""], [""HARVEST""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
636	26	12	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""WEST""], [""SOUTH""], [""NORTH""], [""NORTH""], [""HARVEST""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""], [""PLANT"", ""CARROT""], [""HARVEST""], [""WEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""CARROT"", 6]]"
636	26	12	DSM	"[""COLLECT_FERTILIZER""]"	"[[""FEED""], [""SOUTH""], [""FERTILIZE""], [""NORTH""], [""NORTH""], [""HARVEST""], [""PLANT"", ""CARROT""], [""HARVEST""], [""WATER""], [""HARVEST""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
637	26	13	Majkel1337	"[""WEST""]"	"[[""FERTILIZE""], [""WEST""], [""EAST""], [""HARVEST""], [""PLANT"", ""CARROT""], [""SOUTH""], [""WATER""], [""NORTH""], [""WATER""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""STRAWBERRY"", 2], [""SELL"", ""WOOL"", 1]]"
637	26	13	DSM	"[""WEST""]"	"[[""CARE""], [""WEST""], [""WATER""], [""HARVEST""], [""NORTH""], [""PLANT"", ""CARROT""], [""WATER""], [""PLANT"", ""CARROT""], [""WEST""], [""PLANT"", ""CARROT""], [""FERTILIZE""]]"	"[[""SELL"", ""CARROT"", 13], [""SELL"", ""WHEAT"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
638	26	14	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""SOUTH""], [""WEST""], [""FERTILIZE""], [""DIG""], [""WATER""], [""WATER""], [""WEST""], [""WATER""], [""SOUTH""], [""WATER""], [""WEST""]]"	[]
638	26	14	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""SOUTH""], [""EAST""], [""DIG""], [""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""WEST""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""CARROT"", 6]]"
639	26	15	Majkel1337	"[""NORTH""]"	"[[""SOUTH""], [""FERTILIZE""], [""WATER""], [""PLANT"", ""CARROT""], [""EAST""], [""HARVEST""], [""WEST""], [""HARVEST""], [""WATER""], [""HARVEST""], [""FERTILIZE""]]"	[]
639	26	15	DSM	"[""WEST""]"	"[[""NORTH""], [""WEST""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""NORTH""], [""WATER""], [""NORTH""], [""WATER""], [""EAST""], [""WEST""]]"	[]
640	26	16	Majkel1337	"[""NORTH""]"	"[[""SOUTH""], [""SOUTH""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""WEST""], [""PLANT"", ""CARROT""], [""HARVEST""], [""PLANT"", ""CARROT""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
640	26	16	DSM	"[""FERTILIZE""]"	"[[""EAST""], [""FERTILIZE""], [""HARVEST""], [""WATER""], [""EAST""], [""EAST""], [""HARVEST""], [""WATER""], [""SOUTH""], [""WATER""], [""WATER""]]"	[]
641	26	17	Majkel1337	"[""FERTILIZE""]"	"[[""SOUTH""], [""WATER""], [""WATER""], [""NORTH""], [""HARVEST""], [""EAST""], [""WEST""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""NORTH""]]"	"[[""SELL"", ""STRAWBERRY"", 2]]"
641	26	17	DSM	"[""WATER""]"	"[[""EAST""], [""WATER""], [""EAST""], [""WEST""], [""EAST""], [""EAST""], [""PLANT"", ""CARROT""], [""NORTH""], [""HARVEST""], [""NORTH""], [""WEST""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 1]]"
642	26	18	Majkel1337	"[""WATER""]"	"[[""WEST""], [""HARVEST""], [""NORTH""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""DROP""], [""NORTH""], [""WATER""], [""NORTH""], [""WATER""]]"	[]
642	26	18	DSM	"[""SOUTH""]"	"[[""EAST""], [""WEST""], [""WATER""], [""DIG""], [""FERTILIZE""], [""EAST""], [""WATER""], [""PLANT"", ""CARROT""], [""DIG""], [""EAST""], [""FERTILIZE""]]"	[]
643	26	19	Majkel1337	"[""WEST""]"	"[[""FERTILIZE""], [""SOUTH""], [""WATER""], [""EAST""], [""WATER""], [""HARVEST""], [""NORTH""], [""WATER""], [""WEST""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""WHEAT"", 5]]"
643	26	19	DSM	"[""SOUTH""]"	"[[""NORTH""], [""WATER""], [""HARVEST""], [""PLANT"", ""CARROT""], [""WATER""], [""DROP""], [""SOUTH""], [""WATER""], [""PLANT"", ""CARROT""], [""WATER""], [""WATER""]]"	[]
644	26	20	Majkel1337	"[""FERTILIZE""]"	"[[""EAST""], [""SOUTH""], [""HARVEST""], [""WATER""], [""SOUTH""], [""WEST""], [""EAST""], [""HARVEST""], [""WATER""], [""HARVEST""], [""EAST""]]"	[]
644	26	20	DSM	"[""SOUTH""]"	"[[""FERTILIZE""], [""SOUTH""], [""PLANT"", ""CARROT""], [""WATER""], [""HARVEST""], [""SOUTH""], [""WEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""WEST""]]"	[]
645	26	21	Majkel1337	"[""WATER""]"	"[[""WATER""], [""DIG""], [""PLANT"", ""CARROT""], [""WEST""], [""SOUTH""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""CARROT""], [""NORTH""], [""EAST""], [""FERTILIZE""]]"	"[[""SELL"", ""STRAWBERRY"", 4]]"
645	26	21	DSM	"[""WATER""]"	"[[""WATER""], [""WATER""], [""WATER""], [""WEST""], [""WEST""], [""WEST""], [""WEST""], [""WATER""], [""NORTH""], [""PLANT"", ""CARROT""], [""WATER""]]"	"[[""SELL"", ""STRAWBERRY"", 3], [""SELL"", ""WOOL"", 2]]"
646	26	22	Majkel1337	"[""NORTH""]"	"[[""SOUTH""], [""PLANT"", ""CARROT""], [""WATER""], [""WEST""], [""SOUTH""], [""SOUTH""], [""NORTH""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""]]"	"[[""SELL"", ""MILK"", 3], [""SELL"", ""CARROT"", 2]]"
646	26	22	DSM	"[""EAST""]"	"[[""NORTH""], [""EAST""], [""SOUTH""], [""WATER""], [""WATER""], [""HARVEST""], [""WEST""], [""HARVEST""], [""NORTH""], [""WATER""], [""SOUTH""]]"	"[[""SELL"", ""TOMATO"", 6], [""SELL"", ""WHEAT"", 5], [""SELL"", ""CARROT"", 2]]"
647	26	23	Majkel1337	"[""NORTH""]"	"[[""HARVEST""], [""WATER""], [""SOUTH""], [""WEST""], [""WATER""], [""EAST""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""SOUTH""], [""WEST""]]"	"[[""SELL"", ""MILK"", 3]]"
647	26	23	DSM	"[""EAST""]"	"[[""SOUTH""], [""WATER""], [""WEST""], [""SOUTH""], [""SOUTH""], [""SOUTH""], [""WEST""], [""SOUTH""], [""HARVEST""], [""SOUTH""], [""SOUTH""]]"	"[[""SELL"", ""CARROT"", 1]]"
648	27	0	Majkel1337	"[""NORTH""]"	[]	"[[""SELL"", ""WHEAT"", 14], [""SELL"", ""FERTILIZER"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
648	27	0	DSM	"[""NORTH""]"	[]	"[[""SELL"", ""TOMATO"", 8], [""SELL"", ""WHEAT"", 10], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
649	27	1	Majkel1337	"[""HARVEST""]"	"[[""WEST""], [""HARVEST""], [""PICKUP"", ""WHEAT"", 2], [""PICKUP"", ""WHEAT"", 2], [""NORTH""], [""PICKUP"", ""WHEAT"", 2], [""WEST""], [""NORTH""]]"	"[[""HIRE""], [""HIRE""], [""HIRE""], [""BUY_SEED"", ""CARROT"", 6]]"
